,Hashtags,Sentiment,SentimentClass,date,geo,id,retweets,text,username
116,,0.5083333333333333,Positive,2020-03-28 13:36:33+00:00,,1243894751767625729,2,"COVID-19 | Zambia’s latest confirmed cases reach 28. Self Isolate, Stay Home, Stay Safe! http://dlvr.it/RSkLxx",JPMapenzi
117,#Covid_19 #COVID2019,0.06818181818181818,Positive,2020-03-28 12:55:19+00:00,,1243884371284766720,0,6 New cases in Zambia. Total cases in Zambia: 28 24 New deaths in Portugal. Total deaths in Portugal: 100 #Covid_19 #COVID2019,Covid19Rtn
118,,0.4,Positive,2020-03-28 12:47:30+00:00,,1243882405561339904,0,For those that may not know Zambia is at 28 cases confirmed of covid-19. 26 are in Lusaka and 2 in the Copperbelt Statutory instrument 21 and 22 are in effect that explain the measures taken and outline restrictions Including a restriction on gathering ,skrypted
119,,0.09166666666666666,Positive,2020-03-28 12:47:13+00:00,,1243882334073561088,6,"CORONAVIRUS ALERT:Zambia's confirmed Covid-19 cases now at 28 according to latest update. Nkana's Ronald ""Sate Sate "" Kampamba has a message for in the video below. Please take the health guidelines on Coronavirus seriously and help stop the spread of this deadly disease. ",FcNkana
120,,0.50625,Positive,2020-03-28 12:44:19+00:00,,1243881604977745921,2,"Latest: COVID-19 | Zambia’s latest confirmed cases reach 28. Self Isolate, Stay Home, Stay Safe! ",Zambia_Reports
121,,-0.012499999999999995,Negative,2020-03-28 12:36:15+00:00,,1243879576222212096,1,"Are you conducting surveillance. You share such a long border with Zambia and if you domesticate Covid-19, the whole region will be in trouble. Or are you saying Malawi has been under isolation already.",MsimukoMathias
122,#StayAtHomeAndStaySafe,0.4,Positive,2020-03-28 12:31:14+00:00,,1243878314588155904,0,Zambia now has 28 confirmed cases of the dreaded COVID-19 virus. #StayAtHomeAndStaySafe,onishias91
123,#Covid_19,0.0,Neutral,2020-03-28 12:26:41+00:00,,1243877165537677314,0,@Airtel_Zambia we need a stay home bundle and help save a life #Covid_19,g_chitata
124,,-0.0875,Negative,2020-03-28 12:23:02+00:00,,1243876250579537921,1,"Zambia. Some of the people working on the ground in relation to COVID-19 are a mess. Someone called to tell them that they've been exposed. ""We'll send someone to test you""... Hours later after THEY were called again ati ""they've gone in the field""...silence since.",TheLegitFatLo
125,,0.0,Neutral,2020-03-28 12:17:06+00:00,,1243874753812848640,0,COVID-19 CASES IN ZAMBIA CLIMB TO 28,GondweMr
126,,0.13636363636363635,Positive,2020-03-28 12:16:42+00:00,,1243874653099171841,0,Number of new covid 19 cases rise from 22 to 28 cases in Zambia. 26 cases in Lusaka and 2 copperbelt province.,sililokayunga
127,,0.25,Positive,2020-03-28 12:11:00+00:00,,1243873221927108610,0,"Zambia records six more COVID-19 cases, bringing the total to 28, says Health Minister Chitalu Chilufya, the majority linked to a travel from Pakistan. God help us!",Tbeibez
128,,0.45,Positive,2020-03-28 12:05:21+00:00,,1243871800230064128,0,Zambia's latest confirmed COVID-19 cases reach 28 https://www.zambianobserver.com/zambias-latest-confirmed-covid-19-cases-reach-28/,ZambianObserver
129,,0.28409090909090906,Positive,2020-03-28 11:54:52+00:00,,1243869161236901888,0,"With the rising cases of Covid-19 in Zambia, it keeps getting more crucial for us to build our health knowledge. Today at 14 hours we are joined by Peter and Namunji as they talk about TB. Learn more about Tuberculosis by tuning in or live stream on https://buff.ly/31DHulG",DC_TalkRadio
130,#covid19 #letsfightcovid19together #stayhomestaysafe,0.2818181818181818,Positive,2020-03-28 11:54:23+00:00,,1243869037446057984,0,"Breaking Zambia records 6 more confirmed Cases of Covid-19... Taking total to 28. 3 are from the Cluster that traveled to Pakistan, 3 made contacts with those travelled . 325 people have been tested and 28 are Positive. #covid19 #letsfightcovid19together #stayhomestaysafe",zamvibe
131,,0.20833333333333331,Positive,2020-03-28 11:52:17+00:00,,1243868508636790784,0,"That confirmed number of covid 19 cases in Zambia is just an approximate one, it must be more!",EdwinPeps
132,#Zambia #Covid_19,0.35,Positive,2020-03-28 11:51:49+00:00,,1243868391699632130,0,"Dr. Chilufya’s responses, answers and update have been good. Looks like he knows what he is talking about. Key is the implementation. #Zambia #Covid_19",ThisFineBobo
133,,0.0,Neutral,2020-03-28 11:48:58+00:00,,1243867674028969985,0,THIS JUST IN: COVID-19 CASES IN ZAMBIA CLIMB TO 28,Len_smoothtalka
134,#Zambia #Covid_19 #phoenixfmzambia #OnlyTheBestIsGoodEnough,0.0,Neutral,2020-03-28 11:45:38+00:00,,1243866838867546112,2,"30,000 jobs I #Zambia are threatened in the tourism industry because of #Covid_19 #phoenixfmzambia #OnlyTheBestIsGoodEnough",phoenixfmzambia
135,#Covid #Zambia,0.2272727272727273,Positive,2020-03-28 11:43:12+00:00,,1243866226352324613,27,The Pakistan Matrix has contributed to 26 positive #Covid 19 cases in #Zambia. ,Mwebantu
136,#Covid19Zambia,0.2340909090909091,Positive,2020-03-28 11:42:01+00:00,,1243865927424376832,0,"THIS JUST IN: 6 NEW CONFIRMED CASES OF COVID 19 IN ZAMBIA. Bringing total cases in the country to 28 #Covid19Zambia. 26 of the confirmed are in Lusaka, and 2 on the Copperbelt.",capitalFM_997
137,#MoH,0.0,Neutral,2020-03-28 11:41:43+00:00,,1243865849154482176,0,COVID-19 CASES IN ZAMBIA CLIMB TO 28 #MoH,MissBarcaChick
138,,-0.6999999999999998,Negative,2020-03-28 11:41:15+00:00,,1243865732473069570,0,The economy is so bad in Zambia even COVID-19 is having challenges expanding rapidly..,D_Mac182
139,#Zambia #Zambia #Covid19,0.4,Positive,2020-03-28 11:37:50+00:00,,1243864874637238275,1,Update: #Zambia now has 28 confirmed Covid-19 cases. #Zambia #Covid19,KuAtengaMedia
140,#COVID #ZAMBIA,0.0,Neutral,2020-03-28 11:36:40+00:00,,1243864581262446594,95,THIS JUST IN: #COVID-19 CASES IN #ZAMBIA CLIMB TO 28 ,Mwebantu
141,,0.04999999999999999,Positive,2020-03-28 11:36:25+00:00,,1243864518217924608,9,28 confirm covid 19 cases zambia.. Why can't they just tell us the truth aii? I feel there are more than 28 cases..we are tired guys waupuba che,QueenAtotwe
142,#staysafe #covid,0.25,Positive,2020-03-28 11:36:08+00:00,,1243864445350219776,0,Six more cases in Zambia. Which brings the total to 28. #staysafe #covid-19,FMunankambwe
143,,0.0,Neutral,2020-03-28 11:35:44+00:00,,1243864344347189248,0,"Zambia’s COVID-19 cases increase to 28, Chitalu Chilufya, the country’s Minister of Health says.",taongaclifford
144,#covid19zambia,0.14727272727272728,Positive,2020-03-28 11:35:08+00:00,,1243864196217024513,0,#covid19zambia update: Zambia has 6 new COVID 19 cases recorded in the last 24 hours and now has 28 laboratory confirmed cases. 3 of the latest cases are part if the Pakistan case while 3 are contact cases. 20 golfers that went to Dubai have all tested negative...,Michael_Kaluba2
145,#COVID19 #SocialDistancing #ContactTracing #StayHomeStaySafe,0.13333333333333333,Positive,2020-03-28 11:35:04+00:00,,1243864178475118593,12,Zambia COVID-19 Update: The @mohzambia has in the last 24 hours confirmed 6 additional cases of #COVID19 bringing the total number of cases recorded to date to 28. #SocialDistancing #ContactTracing #StayHomeStaySafe @AfricaCDC @WHOAFRO,ZMPublicHealth
146,#Zambia #Covid_19,0.0,Neutral,2020-03-28 11:33:49+00:00,,1243863861880651776,0,Another six cases. 28bcases now. #Zambia #Covid_19,ThisFineBobo
147,#southafrica #uae #Nigeria #Ghana #Ethiopia #Kenya #angola #Rwanda #Tanzania #uganda #zambia #bostwana #zimbabwe #namibia #morocco #Tunisia #egypt #malawi #liberia #Africa,0.0,Neutral,2020-03-28 11:19:44+00:00,,1243860319606276099,0,NEWS: Motsepe Foundation and Sanlam pledge R1bn to fight Covid-19 crisis https://m.facebook.com/profile.php?id=100015746530174 #southafrica #uae #Nigeria #Ghana #Ethiopia #Kenya #angola #Rwanda #Tanzania #uganda #zambia #bostwana #zimbabwe #namibia #morocco #Tunisia #egypt #malawi #liberia #Africa,twofortwo_store
148,#Zambia,0.4666666666666667,Positive,2020-03-28 11:11:48+00:00,,1243858324275310593,4,"I invite the Minister of Health & the Minister of Information to visit incognito the CBD, drive along Lumumba Rd, Freedom Way & Mumbwa Rd after which they should judge whether the measures they're preaching are adequate & effective in deterring the spread of COVID-19. #Zambia",JackKalala4
149,#COVID,0.15340909090909088,Positive,2020-03-28 10:53:19+00:00,,1243853670736891904,7,"NEWS ALERT: COVID-19 UPDATE #Watch live the Minister of Health Dr. Chitalu Chilufya, MP., Eighth COVID-19 Update today Saturday March 28, 2020 at 13:00hrs on ZNBC TV1. The update will also be live on Facebook Ministry of Health - Zambia Together fighting against #COVID-19! ",mohzambia
150,,0.0,Neutral,2020-03-28 10:44:17+00:00,,1243851398543966208,0,"This is the threat to Frontline states to Mozambique such as Malawi, Zambia and Tanzania. I hope that the Malawian authorities are mindful of this development amid COVID-19 ",MRDChirwa1
151,,0.5,Positive,2020-03-28 10:32:31+00:00,,1243848436312682496,0,Im from zambia I followed the prophecy and I know it rained in many places in the world including Vuhan and COVID 19 is receeding,JamikaFunny
152,#Ghana #covid_19 #cov #Nigeria #Zambia #stayhome #stayhome #selfquarantine #selfisolation #staysafe #stayhealthy #flattenthecurve #share #Accra #lockdown #Kumasi #coronavirusoutbreak #coronavirus #CoronaLockdown,0.4,Positive,2020-03-28 09:46:31+00:00,,1243836858301329408,1,"Kindly retweet as much as you can. Stay home, stay safe.#Ghana #covid_19 #covıd19 #Nigeria #Zambia #stayhome #selfquarantine #selfisolation #staysafe #stayhealthy #flattenthecurve #share #Accra #lockdown #Kumasi #coronavirusoutbreak #coronavirus #CoronaLockdown",Corinthians_AW
153,#Retweet #Zambia #StopTheSpread #SocialDistancing #CoronaVirus #covid19Zambia #KeepZambiaSafe #Keepsafe,0.0,Neutral,2020-03-28 09:41:37+00:00,,1243835626623062016,1,Let us kick out Covid-19 from Zambia. Stay at home #Retweet for awareness #Zambia #StopTheSpread #SocialDistancing #CoronaVirus #covid19Zambia #KeepZambiaSafe #Keepsafe,ZambiaAsks
154,#Retweet #Zambia #StopTheSpread #SocialDistancing #CoronaVirus #covid19Zambia #KeepZambiaSafe,0.0,Neutral,2020-03-28 09:41:35+00:00,,1243835620574838784,0,Let us kick out Covid-19 from Zambia. Stay at home #Retweet for awareness #Zambia #StopTheSpread #SocialDistancing #CoronaVirus #covid19Zambia #KeepZambiaSafe,ZambiaAsks
155,,0.0,Neutral,2020-03-28 09:34:09+00:00,,1243833749743288320,1,"COVID-19 INFECTION CASES AND DEATH TOLL South Africa1,170 Egypt 536 Algeria 409 Morocco 358 Tunisia 227 Burkina Faso 180 Réunion 145 Ghana 137 Senegal 119 Ivory Coast101 Cameroon 94 Rwanda 54 DRC 51 Mayotte 50 Kenya 31 Togo 25 Uganda 23 Zambia 22 Ethiopia16 Tanzania13 ",MfoumouOndoua
156,,0.0,Neutral,2020-03-28 09:29:23+00:00,,1243832546707656709,0,Our attitude is not helping in the fight for COVID 19. Lockdown means stay home my fellow Africans.Lets help ourselves fight this @PF_Zambia @UpndYouths @primetvzed @ZambianObserver @DiggersOfNews @diamondtvzambia @themastzm @TheMastOnline @lusakatimes @MYZNBC @SABCNewsOnline,kalabadia
157,#Covid_19 #Zambia,0.1088888888888889,Positive,2020-03-28 09:15:53+00:00,,1243829150034604032,20,Most countries around us are going on Lock down to prevent further spread of #Covid_19 and to flatten the curve. #Zambia it’s not too late to put more aggressive measures.,monicamusonda
158,,0.25,Positive,2020-03-28 08:43:01+00:00,,1243820879458467841,0,Going to sleep at night without locking doors is the way we are living in Zambia .all borders still open exposing many Zambians to covid 19,Chiilombo
159,,-0.5249999999999999,Negative,2020-03-28 08:34:47+00:00,,1243818805861720066,0,"This are not good in Zambia, this COVID 19 is bad let's take care of ourselves.",MalamaNdhlovu
160,#COVID,0.8,Positive,2020-03-28 08:27:18+00:00,,1243816925907435520,23,China's telecommunications company Huawei on Thursday donated a batch of intelligent temperature equipment for access control to Zambia to help combat #COVID-19 outbreak ,XHNews
161,#buya_bamba #Zambia #Covid_19 #Covid19_Zambia #CoronavirusPandemic,0.5416666666666666,Positive,2020-03-28 08:16:23+00:00,,1243814175354355712,1,"Dear ZAMBIA - Please stay SAFE &amp; HEALTHY! Now more than ever, We all need to stand united like never before. #buya_bamba #Zambia #Covid_19 #Covid19_Zambia #CoronavirusPandemic",Buya_Bamba
162,#stayhome #stayhome #bereal #selfquarantine #self #selfmade #beautiful #coronavirus #covid_19 #stayathome #stayathome #music #beats #rapping #real,0.525,Positive,2020-03-28 07:58:50+00:00,,1243809759460982790,0,"Do Me video out link in bio or follow . https://youtu.be/-Y0GwHcvMpk . #stayhome #bereal #selfquarantine #self #selfmade #beautiful #coronavirus #covid_19 #stayathome #music #beats #rapping #real @Lusaka, Zambia https://www.instagram.com/p/B-RQEuph3xs/?igshid=xkw4b194nfhv",kreezy_daddkaps
163,#Covid,0.0,Neutral,2020-03-28 07:03:58+00:00,,1243795952995127296,0,Countries in Africa that have registered highest increase in #Covid-19 cases in the last 4 days: Zambia (633%) (3 to 22) Ghana (407%) (27 to 137) South Africa (191%) (402 to 1170) Mauritius (161%) (36 to 94%) Morocco (157%) (134 to 345%) Uganda (156%) (9 to 23) (-Worldometer-),EAfactsZone
164,#ZAMBIA,0.16666666666666666,Positive,2020-03-28 06:46:45+00:00,,1243791621012873217,0,"COVID-19 has given a threat to the globalization but also given a chance for locality. The markets space such as for commodity, vegetable have been opened for local enterprises. IT UP TO US EITHER TO MAKE THE MOST OF THIS CHANCE OR NOT. #ZAMBIA",MiyachiTakashi
165,,0.5,Positive,2020-03-28 05:59:22+00:00,,1243779696745209856,4,Latest: COVID-19 | Coronavirus Survives On Surgical Masks For Up To Seven Days ,Zambia_Reports
166,#WomensDay #periodpoverty #womenempowerment,0.2333333333333333,Positive,2020-03-28 05:20:12+00:00,,1243769841452023809,0,"Talula Health giving a talk in a rural village in Zambia. Before Covid 19 isolation. Introducing the Talula Cup. Safe, hygienic and economic period management.#WomensDay #periodpoverty #womenempowerment",talulahealth
167,,0.6,Positive,2020-03-28 04:26:23+00:00,,1243756297750827008,0,"once this covid 19 ends, another disease will emerge in many countries called POVERTY 19 Good morning fam",zambia_miko
168,#stayingathome #stopthespread,0.78125,Positive,2020-03-28 02:47:01+00:00,,1243731287795478529,0,Hey students! We need you to step up and share how you are keeping your family and community safe while you are #stayingathome! Share your photos with us and help us #stopthespread in Zambia. We ALL need to do our part to stop COVID-19! ,AEProgram
169,,-0.3888888888888889,Negative,2020-03-27 23:22:53+00:00,,1243679919705657346,0,Zambia announces tough measures on Covid-19 https://southerntimesafrica.com/site/news/zambia-announces-tough-measures-on-covid-19 @GwenSnyders @tichgore @sharon_kavhu @MICTNamibia @InfoMinZW @SADC_News @PeyaMushelenga @EdgarCLungu,southerntimesa
170,,-0.125,Negative,2020-03-27 23:06:17+00:00,,1243675739108630528,0,Zambia asked to refund US$5m to tourists due to Covid-19 https://southerntimesafrica.com/site/news/zambia-asked-to-refund-us5m-to-tourists-due-to-covid-19 @GwenSnyders @GwenSnyders @tichgore @sharon_kavhu @MICTNamibia @InfoMinZW @SADC_News @PeyaMushelenga,southerntimesa
171,#Zambia,0.12142857142857146,Positive,2020-03-27 22:51:43+00:00,,1243672074700361730,1,Time has run out. COVID-19 is with us &amp; it's quietly spreading as people continue to go about their daily activities normally. The number of confirmed cases is rising. Still no firm action from Govt leaders. In my view Pres. HH should continue to prod them to action. #Zambia,JackKalala4
172,,-0.2388888888888889,Negative,2020-03-27 22:51:42+00:00,,1243672072041181186,4,36 doctors have died since the outbreak of COVID-19 in Italy. This goes to prove how dangerous &amp; deadly the virus is. In Zambia we are still playing around with it for reasons only known to Pres. Lungu &amp; his Ministers. They are still considering whether to lock down or not.,JackKalala4
173,,-0.0625,Negative,2020-03-27 22:41:51+00:00,,1243669589818511361,0,"Due to the ongoing global COVID-19 pandemic Kaole Reloaded and ZED HEIST ZAMBIA have made the decision to postpone the upcoming Y Celeb &amp; Dope Boyz concert, scheduled for 28th March &amp; April 04 2020. ",KaoleReloaded
174,,0.15,Positive,2020-03-27 22:31:49+00:00,,1243667067523432448,0,This is what we expect from you as one of the richest in Zambia @HHichilema to be in the frontline of this battle of preventing the spread of covid 19 in Zambia butch you have put much of your concentration on questioning the current govt instead of supporting materialistically. ,jobchilu
175,,0.0,Neutral,2020-03-27 21:58:32+00:00,,1243658689128456192,0,"Covid-19 Response – Muturi, Lusaka Take Pay Cut http://dlvr.it/RShm2V",Zambia
176,,0.0,Neutral,2020-03-27 21:57:01+00:00,,1243658309602881546,0,Some people take this for a joke but @HHichilema has a point stop been political for once. Covid 19 is not something to joke about Zambia has a population of about 21 million people of which it can only take a week for covid 19 to finish everyone took at Italy and us learn,Muchabi160
177,,0.12908163265306122,Positive,2020-03-27 21:31:10+00:00,,1243651804379955201,1,"Proflight, Zambia's successful privately owned airline has suspended operations for 30 days due to the COVID-19 crisis. The airline plans to resume limited international and domestic flights on May 1, and full service on July 1. Issued tickets will be honoured for 18 months.",CPutaChekwe
178,,0.0,Neutral,2020-03-27 21:30:52+00:00,,1243651729306062849,0,Awareness on COVID-19 by Chichi from Zambia ,MusondaCecilia
179,,-0.25,Negative,2020-03-27 21:05:20+00:00,,1243645303716302849,0,So sad to hear a guy who played for Team Zambia UK last year father pass away to Covid-19. ,chil_kaenga
180,,0.0,Neutral,2020-03-27 20:09:21+00:00,,1243631212742283266,0,PERSISTENCE OF COVID-19 THREATENS ZAMBIA’S ECONOMY ,Lusakastar_UNZA
181,,0.13636363636363635,Positive,2020-03-27 20:03:26+00:00,,1243629726297710601,0,New post (PERSISTENCE OF COVID-19 THREATENS ZAMBIA'S ECONOMY) has been published on Lusaka Star - https://lusakastar.com/business/persistence-of-covid-19-threatens-zambias-economy,Lusakastar_UNZA
182,#covid19zambia #CoronaLockdown #StarTrekPicard #Day1 #CoronaUpdate,0.10476190476190476,Positive,2020-03-27 19:42:59+00:00,,1243624576241762304,1,Covid_19 showed Zambia and the world at large that we invested in the wrong kind of defensive mechanism. This should be a wake up call #covid19zambia #CoronaLockdown #StarTrekPicard #Day1 #CoronaUpdate,toxic2511
183,,0.4125,Positive,2020-03-27 19:30:50+00:00,,1243621520699805703,0,/:)::/ Zambia look at the way Copper Prices are nose diving. What plans have we to mitigate the COVID-19 economic fallouts? We’ve no capabilities to bail out mines so what’s going to happen to our people. Unlike the West most will be laid off without pay! ,Strange39340443
184,,0.0,Neutral,2020-03-27 19:18:38+00:00,,1243618449278087168,0,Ever since Covid 19 came to Zambia.. We have all been feeling symptoms ,KasonsoPaul
185,#itstoomuch,0.25,Positive,2020-03-27 18:56:20+00:00,,1243612837810966528,0,"The way my heart is breaking every problems we have been experiencing in Zambia electricity isnt left out , okay why even times of Covid 19 yonse no malaiti #itstoomuch ",NambelaSasha
186,#corona #covid_19 #socialdistancing,0.0,Neutral,2020-03-27 18:40:54+00:00,,1243608954388742147,0,"Stay home wash your hands regularly take a lot of Vitamin C #corona #covid_19 #socialdistancing @Lusaka, Zambia https://www.instagram.com/p/B-P1vI3HJC2/?igshid=rsbew23y7j5i",ShenkyShuga
187,,-0.05,Negative,2020-03-27 18:25:22+00:00,,1243605044722667520,0,Guys this 14 day Covid-19 lockdown will be quite long mu Zambia. And @DStvZambia has such poor and repeating content. I have been watching The Bourne series the whole month... Jesu!,Len_smoothtalka
188,,0.375,Positive,2020-03-27 18:16:01+00:00,,1243602691068252160,0,"By the end of COVID_19, the farmers would have exported, with zero benefit to Zambia, the mountain of crocodile skins that had formed over the course of 2019! As for precious metals, Zambia stands to lose even more, there! Argh, my blood is starting to boil. I must stop here!",ssishuwa
189,#Zambia,-0.1111111111111111,Negative,2020-03-27 18:01:51+00:00,,1243599128241864706,0,"According to Bill Gates the spread Covid-19 grows by 33% a day, making it even more difficult to control without a serious shutdown. #Zambia Can we please do this already? ",AugustineKagimu
190,,0.1787878787878788,Positive,2020-03-27 17:59:13+00:00,,1243598465478856706,0,4 New Cases Of COVID-19 As Zambia's Confirmed Cases Rise To 16 - VIDEO - Daily Advent Nigeria https://www.topnews.ng/4-new-cases-of-covid-19-as-zambias-confirmed-cases-rise-to-16-video-daily-advent-nigeria/?mref=125 via @topnews_ng,Adeolaa15243053
191,,0.35714285714285715,Positive,2020-03-27 17:56:28+00:00,,1243597770973470721,0,ActionAid Zambia says it has joined the rest of the country and the world at large to express solidarity and love to all who have been diagnosed with the Covid-19. ,flavafm87dot7
192,#Zambia,0.3,Positive,2020-03-27 17:12:56+00:00,,1243586818697723905,2,"We would like to offer ideas and solutions to the Minister’s statement, which, we hope, we amplify and enhance some of his solutions and add further. COVID-19 is our collective problem; let us fight the pandemic with an equality unprecedented and united resolve. #Zambia",HHichilema
193,#Quarantine #CoronaLockdown #COVID2019 #Zambia #ZedTwitter,0.1,Positive,2020-03-27 16:52:05+00:00,,1243581570130247681,0,Buying Food In Advance You know Covid 19 is busy Looking at us like #Quarantine #CoronaLockdown #COVID2019 #Zambia #ZedTwitter,taiz_creations
194,,0.2,Positive,2020-03-27 16:51:52+00:00,,1243581516116045828,0,"Second is that my clothes are in the U.K and at the moment am in Zambia,came for a holiday to visit my grandma,and can't fly back cause of this covid 19. Jaid part is that don't even know when I wilt get back home,blown..",KellyJ42
195,,0.0,Neutral,2020-03-27 16:40:55+00:00,,1243578759615299585,7,What is the impact of COVID-19 on local civil society organisations? We are inviting local civil society organisations to share their experiences. Click link to take survey! https://www.surveymonkey.com/r/7T3562R @LauraMiti @ZANEC_Official @PPHPZambia @CUTS_Lusaka @CofZambia @ti_zambia @ngocc_,ZGFZambia
196,,0.5,Positive,2020-03-27 16:40:48+00:00,,1243578728636178432,1,ACCA Zambia takes more accounting online amidst COVID-19 pandemic. https://www.techtrends.co.zm/acca-zambia-takes-more-accounting-online-amidst-covid-19-pandemic/,techtrends_zm
197,#Zambia #coronavirus,0.0,Neutral,2020-03-27 16:17:21+00:00,,1243572828261289984,0, Will Crocodile Skin Help With The Production Of The Covid 19 Vaccine? Coz Y'all MOF That's That Some Bullshit #Zambia #coronavirus,HaswellKalinda
198,#Zambia,0.2,Positive,2020-03-27 16:16:02+00:00,,1243572496365912078,8,Economic Relief Plans during the Coronavirus (COVID-19) Outbreak&gt;&gt; someone share with the Minister of Finance #Zambia. ,monicamusonda
199,,0.3472727272727273,Positive,2020-03-27 15:46:58+00:00,,1243565182225387523,0,The COVID-19 outbreak might have stopped most live sports action but we’re giving you a chance to win with our 10% boost on three selections in one betslip. Bet here http://www.premierbet.co.zm Gamble responsibly.,Premier_Zambia
200,#southafrica #uae #Nigeria #Ghana #Ethiopia #Kenya #angola #Rwanda #Tanzania #uganda #zambia #mozambique #bostwana #zimbabwe #namibia #morocco #Tunisia #egypt #Africa,0.2272727272727273,Positive,2020-03-27 15:33:58+00:00,,1243561912480268294,0,NEWS: ACDP leader Rev Kenneth Meshoe and MP Steve Swart test positive for Covid-19 https://m.facebook.com/profile.php?id=100015746530174 #southafrica #uae #Nigeria #Ghana #Ethiopia #Kenya #angola #Rwanda #Tanzania #uganda #zambia #mozambique #bostwana #zimbabwe #namibia #morocco #Tunisia #egypt #Africa,twofortwo_store
201,,0.25833333333333336,Positive,2020-03-27 15:28:09+00:00,,1243560449158897666,7,"To limit spread of Covid-19 &amp; in adherence to our national health guidelines,WWF Zambia has closed its office &amp; instructed staff to work from home. Let’s continue to support each other &amp; do our best to balance what is needed 4 our families, work, communities, and country. ",wwfzambia
202,#CodeCastZM #COVID19 #Zambia,0.5,Positive,2020-03-27 15:25:00+00:00,,1243559652761182208,2,Our hosts @Jor_Eli360 and @sour_bones talk about the effects that Covid-19 is having on the tech community. Stay safe everyone #CodeCastZM #COVID19 #Zambia Listen here : ,CodeCastZM
203,,0.16249999999999998,Positive,2020-03-27 15:15:05+00:00,,1243557159486586880,0,"With most football action across the world on hold due to the COVID-19 pandemic, the Belarus Premier League kicks on that’s why it features heavily in our Top 5 Bets for the Weekend. Check it out here https://bit.ly/3apIG0f Gamble responsibly.",Premier_Zambia
204,#RT #Zambia #Africa #Politics,0.35,Positive,2020-03-27 15:14:21+00:00,,1243556972345151489,0,ZAMBIA RECORDS 22 COVID-19 CASES | Zambian Politics News - (Full Story: http://www.zambianpolitics.com/zambia-records-22-covid-19-cases-zambian-politics-news/ ) #RT #Zambia #Africa #Politics,ZMPolitics
205,,0.0,Neutral,2020-03-27 15:04:08+00:00,,1243554403765768192,2,"COVID-19 update from PHM-East and Southern countries circles – Uganda, South Africa, Kenya and Zambia. @phmafrica @PHMSA1 @phmuga @PHMKenya @phm_zed https://bit.ly/3dyoqvo",PHMglobal
206,#Zambia,0.0,Neutral,2020-03-27 15:03:12+00:00,,1243554167530061830,4,"HH should be commended for providing leadership to fight COVID-19. Note that in my earlier post I left out ""leadership"" after providing. #Zambia",JackKalala4
207,,0.4,Positive,2020-03-27 14:53:21+00:00,,1243551688092454919,2,"CORONAVIRUS ALERT: ZAMBIA'S CONFIRMED CASES NOW AT 22 Health Minister, Dr Chitalu Chilufya announced that Zambia laboratory tested confirmed Covid-19 cases have gone up from yesterday's 16 to 22 today. ",FcNkana
208,,0.0,Neutral,2020-03-27 14:50:32+00:00,,1243550981654118400,0,"Empower local pharmacists to manufacture COVID-19 drugs, Kanyika urges govt - http://diggers.news http://dlvr.it/RSgXsN",zambia_travels
209,,0.4,Positive,2020-03-27 14:42:23+00:00,,1243548930094387200,0,"“ZAMBIA now at 22 laboratory confirmed cases of COVID 19, from 16 yesterday.” - Minister Dr Chitalu Chilufya",zedinfluencer
210,,0.0,Neutral,2020-03-27 14:41:57+00:00,,1243548822590181381,0,Ministry of Health Zambia: ZAMBIA MUST CLOSE ALL BORDERS AND AIRPORT AMID COVID-19 - Sign the Petition! http://chng.it/gW7FKrwK via @Change,LeonardKabinga
211,,0.4,Positive,2020-03-27 14:38:24+00:00,,1243547928679120897,2,https://is.gd/uKt4qc Number of confirmed COVID-19 cases in Zambia has increased to 22 ,lusakatimes
212,#Zambia #covid19zambia,-0.2,Negative,2020-03-27 14:34:41+00:00,,1243546992967667714,0,Zambia vs Covid 19?? Ooh my we are dead #Zambia #covid19zambia,ArtsKalu
213,,-0.3333333333333333,Negative,2020-03-27 14:34:38+00:00,,1243546979499737088,0,"How can the people of Zambia take this COVID 19 serious, if the government doesn't take itself serious... ",LungoweMulas
214,#Covid #SocialDistancingWorks,0.08,Positive,2020-03-27 14:27:20+00:00,,1243545144000942083,1,2800 potential suspects who travelled to high risk countries under surveillance by MOH in Zambia That should give you a sense of the risk we face Stay indoors guys #Covid-19 #SocialDistancingWorks,skrypted
215,#Zambia,-0.0625,Negative,2020-03-27 14:27:05+00:00,,1243545077236084747,0,#Zambia asked to refund US$5m to tourists due to Covid-19 | The Southern Times: ,LTAZambia
216,#Covid_19,0.0,Neutral,2020-03-27 14:25:33+00:00,,1243544694677798912,5,Africa #Covid_19 1 SAfrica 927 2Egypt 495 3Algeria 367 4Morocco 275 5Tunisia 227 6 Burkina Faso 162 7Ghana 136 8Senegal 119 9Ivory coast 96 10Cameroon 88 11Mauritius 81 12Nigeria 65 13DRC 51 14Rwanda 50 15Kenya 31 16Togo 25 17Madagascar 24 18Uganda 18 19Ethiopia 16 20 Zambia 16,andrewsuleh
217,,0.5071428571428571,Positive,2020-03-27 14:13:29+00:00,,1243541656307204104,1,So if Covid-19 was just in Zambia a certain leader would be blamed for corruption and wanting to win elections in 2021. ,heart_doctor15
